Datetime,Close,High,Low,Open,Volume
2026-05-29 00:00:00+01:00,1.3781499862670898,1.3783999681472778,1.3777999877929688,1.3783199787139893,0
2026-05-29 00:15:00+01:00,1.3782000541687012,1.3782999515533447,1.3777999877929688,1.3781499862670898,0
2026-05-29 00:30:00+01:00,1.378290057182312,1.3783400058746338,1.3777999877929688,1.3779000043869019,0
2026-05-29 00:45:00+01:00,1.378100037574768,1.3784099817276,1.3777999877929688,1.3782399892807007,0
2026-05-29 01:00:00+01:00,1.3780800104141235,1.3783299922943115,1.3775999546051025,1.378290057182312,0
2026-05-29 01:15:00+01:00,1.3776999711990356,1.3782000541687012,1.377500057220459,1.3781299591064453,0
2026-05-29 01:30:00+01:00,1.3777999877929688,1.378350019454956,1.377500057220459,1.3779799938201904,0
2026-05-29 01:45:00+01:00,1.3783700466156006,1.3785799741744995,1.3775999546051025,1.3780900239944458,0
2026-05-29 02:00:00+01:00,1.3779499530792236,1.378499984741211,1.3775999546051025,1.3783899545669556,0
2026-05-29 02:15:00+01:00,1.377940058708191,1.3780299425125122,1.3774000406265259,1.3779499530792236,0
2026-05-29 02:30:00+01:00,1.3780699968338013,1.3781299591064453,1.377500057220459,1.3776999711990356,0
2026-05-29 02:45:00+01:00,1.378499984741211,1.3785400390625,1.3775999546051025,1.3780800104141235,0
2026-05-29 03:00:00+01:00,1.378159999847412,1.3785400390625,1.3776999711990356,1.3784799575805664,0
2026-05-29 03:15:00+01:00,1.378309965133667,1.378350019454956,1.3776999711990356,1.378159999847412,0
2026-05-29 03:30:00+01:00,1.3783299922943115,1.3784699440002441,1.3777999877929688,1.3782999515533447,0
2026-05-29 03:45:00+01:00,1.3785099983215332,1.3785899877548218,1.3777999877929688,1.3783199787139893,0
2026-05-29 04:00:00+01:00,1.3788700103759766,1.3789299726486206,1.378100037574768,1.3785099983215332,0
2026-05-29 04:15:00+01:00,1.378790020942688,1.3789000511169434,1.3782999515533447,1.3789000511169434,0
2026-05-29 04:30:00+01:00,1.3789900541305542,1.3791600465774536,1.3782999515533447,1.3788399696350098,0
2026-05-29 04:45:00+01:00,1.3789600133895874,1.379080057144165,1.378499984741211,1.379040002822876,0
2026-05-29 05:00:00+01:00,1.3788000345230103,1.378980040550232,1.3782999515533447,1.378909945487976,0
2026-05-29 05:15:00+01:00,1.3789900541305542,1.3790099620819092,1.3782999515533447,1.3788299560546875,0
2026-05-29 05:30:00+01:00,1.378499984741211,1.3790700435638428,1.3782000541687012,1.3789499998092651,0
2026-05-29 05:45:00+01:00,1.378600001335144,1.3789600133895874,1.3782000541687012,1.3787000179290771,0
2026-05-29 06:00:00+01:00,1.3786300420761108,1.3790600299835205,1.3782000541687012,1.3788800239562988,0
2026-05-29 06:15:00+01:00,1.3786499500274658,1.3788000345230103,1.378100037574768,1.3786300420761108,0
2026-05-29 06:30:00+01:00,1.3782999515533447,1.3788000345230103,1.378100037574768,1.378659963607788,0
2026-05-29 06:45:00+01:00,1.3783999681472778,1.3788000345230103,1.378000020980835,1.3782999515533447,0
2026-05-29 07:00:00+01:00,1.3784300088882446,1.378980040550232,1.378100037574768,1.3786699771881104,0
2026-05-29 07:15:00+01:00,1.3792200088500977,1.3792599439620972,1.378100037574768,1.3784199953079224,0
2026-05-29 07:30:00+01:00,1.379539966583252,1.3796099424362183,1.3788000345230103,1.3792500495910645,0
2026-05-29 07:45:00+01:00,1.3792999982833862,1.3795900344848633,1.3788000345230103,1.379520058631897,0
2026-05-29 08:00:00+01:00,1.379830002784729,1.3799200057983398,1.378999948501587,1.3793400526046753,0
2026-05-29 08:15:00+01:00,1.379699945449829,1.3800599575042725,1.37909996509552,1.37978994846344,0
2026-05-29 08:30:00+01:00,1.3799899816513062,1.3803000450134277,1.3794000148773193,1.3799799680709839,0
2026-05-29 08:45:00+01:00,1.3800300359725952,1.3801100254058838,1.3794000148773193,1.3799500465393066,0
2026-05-29 09:00:00+01:00,1.380620002746582,1.380769968032837,1.379699945449829,1.3800599575042725,0
2026-05-29 09:15:00+01:00,1.3802399635314941,1.3807200193405151,1.3797999620437622,1.380579948425293,0
2026-05-29 09:30:00+01:00,1.380120038986206,1.38031005859375,1.3795000314712524,1.3802399635314941,0
2026-05-29 09:45:00+01:00,1.3805299997329712,1.3807599544525146,1.379699945449829,1.380120038986206,0
2026-05-29 10:00:00+01:00,1.3804099559783936,1.3806999921798706,1.3798999786376953,1.3803000450134277,0
2026-05-29 10:15:00+01:00,1.3807799816131592,1.380929946899414,1.3799999952316284,1.3804099559783936,0
2026-05-29 10:30:00+01:00,1.3807300329208374,1.380929946899414,1.3803000450134277,1.3808200359344482,0
2026-05-29 10:45:00+01:00,1.3807499408721924,1.3808300495147705,1.3801000118255615,1.3807300329208374,0
2026-05-29 11:00:00+01:00,1.3806500434875488,1.381060004234314,1.3802000284194946,1.3807400465011597,0
2026-05-29 11:15:00+01:00,1.380560040473938,1.3808200359344482,1.3801000118255615,1.380660057067871,0
2026-05-29 11:30:00+01:00,1.3808900117874146,1.3809499740600586,1.3799999952316284,1.3805700540542603,0
2026-05-29 11:45:00+01:00,1.3804999589920044,1.3810399770736694,1.3803000450134277,1.3806999921798706,0
2026-05-29 12:00:00+01:00,1.3811899423599243,1.3812600374221802,1.3803999423980713,1.3807899951934814,0
2026-05-29 12:15:00+01:00,1.3812199831008911,1.381469964981079,1.3803999423980713,1.3811899423599243,0
2026-05-29 12:30:00+01:00,1.380620002746582,1.3814200162887573,1.3801000118255615,1.3811800479888916,0
2026-05-29 12:45:00+01:00,1.3797999620437622,1.3806699514389038,1.3795000314712524,1.380620002746582,0
2026-05-29 13:00:00+01:00,1.38018000125885,1.3806999921798706,1.3795000314712524,1.3799999952316284,0
2026-05-29 13:15:00+01:00,1.3806400299072266,1.3809200525283813,1.3797999620437622,1.3801599740982056,0
2026-05-29 13:30:00+01:00,1.3824199438095093,1.3824700117111206,1.3800400495529175,1.3805999755859375,0
2026-05-29 13:45:00+01:00,1.381809949874878,1.382930040359497,1.3812999725341797,1.3824199438095093,0
